"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Contractor,Country of Operator/Owner,Purpose,Detailed Purpose,Class of Orbit,Launch Mass (kg.), Dry Mass (kg.) ,Date of Launch
Starlink-5287                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5288 ,USA,USA,USA,Communications,,LEO,260,,7/07/2022
Starlink-5288                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5289                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5290 ,USA,USA,USA,Communications,,LEO,260,,28/10/2022
Starlink-5291                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5292                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5293                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5294 ,USA,USA,USA,Communications,,LEO,260,,28/10/2022
Starlink-5295                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5296                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5297 ,USA,USA,USA,Communications,,LEO,260,,28/10/2022
Starlink-5298                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5299                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5300                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5301,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5303                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5304 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5305                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5306                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5307                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5308                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5309                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5310                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5311                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5312                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5313                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5314                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5315                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5316                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5317                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5318                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5320                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5321                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5322                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5323                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5324                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5325                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5326                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5327                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5328                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5330                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5331                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5332                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5337                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5338                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5341                ,USA,USA,USA,Communications,,LEO,290,,19/01/2023
Starlink-5344                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5359 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5360 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5362                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5363                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5364                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5365                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5366                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5367,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5368 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5369 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5370                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5370                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5372 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5373                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5374                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5374                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5375                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5376                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5376                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5377                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5378                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5379 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5380 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5381 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5382 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5383 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5384 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5385 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5386 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5387 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5388 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5389 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5390 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5391 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5392 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5393 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5394 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5395 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5396 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5397 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5398 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5399 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5400 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5401 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5402 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5403 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5404 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5405 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5406 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5407 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5408 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5409 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5410 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5411 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5412 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5413 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5414 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5415 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5416 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5417 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5418 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5419 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5420 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5421 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5422 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5423                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5424 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5425 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5426 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5427 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5428 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5429 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5430 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5431 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5432 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5433 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5434 ,USA,USA,USA,Communications,,LEO,260,,28/12/2022
Starlink-5435 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5436 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5437 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5438 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5439 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5440 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5441 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5442 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5443 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5444 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5445 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5446 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5447 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5448 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5449 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5450 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5451 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5452 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5453 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5454 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5455                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5456                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5458 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5459                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5460                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5461                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5462                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5463,USA,USA,USA,Communications,,LEO,260,,19/08/2022
Starlink-5463                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5464,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5465 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5466 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5467                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5468 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5469                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5470 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5471 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5472 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5472 ,USA,USA,USA,Communications,,LEO,260,,17/12/2022
Starlink-5473                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5474                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5475                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5477                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5478                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5479                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5480                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5482,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5483                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5484                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5487                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5489                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5491                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5492                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5493                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5494                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5495                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5497                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5498                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5499                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5500                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5501                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5502                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5506                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5507                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5508                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5510                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5531                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5532                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5533,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5535,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5538,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5539                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5540,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5543,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5544                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5546                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5547                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5548,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5549,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5550,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5551,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5552,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5553,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5554,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5555                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5556                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5557                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5558                ,USA,USA,USA,Communications,,LEO,290,,17/02/2023
Starlink-5559,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5560                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5561,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5562,USA,USA,USA,Communications,,LEO,300, 260 ,27/04/2023
Starlink-5563                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5564                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5565,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5566                ,USA,USA,USA,Communications,,LEO,290,,29/03/2023
Starlink-5567                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5568                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5569                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5570                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5571                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5572                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5573                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5574                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5575                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5576                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5577                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5578                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5579                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5580                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5581                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5583                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5584                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5586                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5588                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5590                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5591                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5592,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5593                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5594,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5595                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5596                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5597                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5598                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5599                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5601                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5602                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5603                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5604                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5605                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5606                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5607                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5608                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5609                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5611                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5612                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5613                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5614                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5615                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5616                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5617                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5618                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5619                ,USA,USA,USA,Communications,,LEO,290,,3/03/2023
Starlink-5620                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5621                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5622                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5623                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5624                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5625                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5626                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5627                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5628                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
Starlink-5629                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5630                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5631                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5632                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5633                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5634                ,USA,USA,USA,Communications,,LEO,290,,31/01/2023
Starlink-5635                ,USA,USA,USA,Communications,,LEO,290,,26/01/2023
Starlink-5636                ,USA,USA,USA,Communications,,LEO,290,,2/02/2023
